SongID,Lyrics
674,"

Ek baar tum aana,
Phir bhale laut jaana
Mera beeta huaa kal lana
Sagar ke kinare aana
Wahi ret ka ghar hai banana 
O ho o.. o ho o..

Ek baar tum aana,
Phir bhale laut jaana
Mera beeta huaa kal lana
Sagar ke kinare aana
Wahi ret ka ghar hai banana 
O ho o.. o ho o..

Chanda tha jahan wahi hai abhi
Sitaaron ki jhil-mil wahi
Chanda tha jahaan wahi hai abhi
Sitaaron ki jhil-mil wahi

Jis mod pe hum mile the kabhi
Woh mod abhi hai wahi
Kajra lagana palkein jhukana
Milaana tera sharmana

Ek baar tum aana,
Phir bhale laut jaana
Mera beeta huaa kal lana
Sagar ke kinare aana


Chaha jo yahaan mila hai sabhi
Haan tumko magar kho diya
Chaha jo yahaan mila hai sabhi
Haan tumko magar kho diya

Sapano ka shaher ho apna huaan
Ek tu hi na mera huaan
Mujhko manana khud ruth jaana
Dekha na tera itrana

Ek baar tum aana,
Phir bhale laut jaana
Mera beeta huaa kal lana
Sagar ke kinare aana
Wahi ret ka ghar hai banana 
O ho o.. o ho o..

"
675,"

Ma pa ga pa ma pa 
Pa dha ni dha pa ni

Haal kaho aur haal suno
Ga ma pa ma ga pa
Dil ki kaho kuch dil ki suno
Ma pa dha pa ma dha
Pa dha ni dha pa ni

Haal kaho aur haal suno
Dil ki kaho kuchh dil ki suno
Aaise bhi hamse milo
Chhodo yeh pal do pal ka - [2]
Aana jaana

Haal kaho aur haal suno
Dil ki kaho kuchh dil ki suno
Chhodo yeh pal do pal ka
Aana jaana

Kaisa hai yeh silsila tera mera
Hota nahi jo shuru
Kaisa hai yeh silsila tera mera
Hota nahi jo shuru
Hoga kabhi jo mile kahi kabhi
Teri meri aarzoo
Par mile toh mile kaise bataa
Mujhe tera na tujhe mera pata
Bataa...

Koi yahaan pe kyon ho
Koi yahaan pe kyon ho
Begaana

Ma pa ga pa ma pa 
Pa dha ni dha pa ni


Kabhi koi shaam naam mere bhi
Apani tum kar do na
Kabhi koi shaam naam mere bhi
Apani tum kar do na

Kahne ko jo baat bekarar hoon 
Tum wahi keh do naa
Aaisa na ho gujar jaaye sama
Mile tujhe na mujhe koi jahaan yahaan
Chhodo bhi tum nazron ka - [2]
Yun churana..

Haal kaho aur haal suno
Dil ki kaho kuchh dil ki suno
Chhodo yeh pal do pal ka - [2]
Aana jaana...

"
676,"

Krishna krishna 
Koi mile ya na mile 
Saath chale ya na chale
Hum toh gaayenge jhoom jaayenge
Milke saathiyon ko gavaayenge
Sab milke yeh kaho

Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama..

Koi mile ya na mile 
Saath chale ya na chale
Hare krishna..

Duur agar tum hona toh
Yaad sada tum rakhna 
Suno mere yaaron bhul na jaana
Dil se deewano ko

Jaam chhalakti jaaye toh
Yaar kabhi na khona 
Suno mere yaaron todd na dena
Khaali paimaano ko
Jaal pyaar ke ham sajaayenge
Jhilmilaayenge muskuraayenge
Sab milke yeh kaho

Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama..

Hare krishna hare rama..
Hare krishna..

Mehalon mein bhi tum rehna toh
Roz hamein tum milna jee toh chahe 
Duniya hamein na bhulana dil se yaaron ko

Dosti ab na tootegi
Itana hamein hai kehna
Roke jo zamana tod ke aana
Sheeshe ki deewaron ko

Ham toh aayenge rukk na paayenge
Vaada jo kiya woh nibhaayenge
Sab milke yeh kaho


Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama..

Koi mile ya na mile 
Saath chale ya na chale
Hum toh gaayenge jhoom jaayenge
Milke saathiyon ko gavaayenge
Sab milke yeh kaho

Hare krishna hare rama..
Hare krishna hare rama..
O.. Hare krishna hare rama..
Hare krishna hare rama..
Hare krishna hare rama...

"
677,"

Jise maine maanga mujhe na woh mila
Mujhko jisne chaha main uska na hua
Ajab silsila hai yeh duniya toh phir bhi
Kyun hai pyar karti har lamha har ghadi

Jise maine maanga mujhe na woh mila
Mujhko jisne chaha main uska na hua
Ajab silsila hai yeh duniya toh phir bhi
Kyun hai pyar karti har lamha har ghadi

Na yeh pal hai hamara
Kabhi na tha yeh hamara
Kahaa pal ruka hain
Yeh chalta hi raha hain

Magar yeh pyar phir bhi
Khatam na hoga kabhi bhi
Nahi woh mila hain
Toh phir kaisa gila hain

Magar dil ki dhadkan khaamosh bankar 
Use yaad karti har lamaha har ghadi

Jise maine maanga mujhe na woh mila
Mujhko jisne chaha main uska na hua
Ajab silsila hai yeh duniya toh phir bhi
Kyun hai pyar karti har lamha har ghadi


Ke jab jab chaandani ko
Mera dil hai tarasta
Tabhi bebaat baadal
Kyun aake hai barasta
Magar aankhon ka aansu
Bina baadal hai chhalakta
Sisakta machalta na kisiki hai sunta

Zamane se chhup kar jo palken hamesha 
Tera khwaab rakhti har lamha har ghadi

Jise maine maanga mujhe na woh mila
Mujhko jisne chaha main uska na hua
Ajab silsila hai yeh duniya toh phir bhi
Kyun hai pyar karti har lamha har ghadi...

"
678,"

Khawabon mein aana jaana
Yaadon mein yun mil jaana

Khawabon mein aana jaana
Yaadon mein yun mil jaana
Jaise kabhi tum gaye hi nahi
O ho. o.. o..
O ho. o.. o..

Jaise judaa hum hue nahi
Khawabon mein aana jaana
Yaadon mein yun mil jaana
Jaise kabhi tum gaye hi nahi

Khaamosh lamhe sun rahe hain
Aahatein jaise teri
Tanhaaiyon ka silsila yeh 
Tak raha raahen teri
Tu naa aaye par sajaaye baithe hai ham 
Yeh ummeden apani sanam
Tu na aaye yeh umeeden
O ho. o.. o..
O ho. o.. o..
Jeete hai ham inke darmiyaan

Mehki hue woh shaam jismein
Khul gaya charcha tera
Behti hui woh raat jismein
Khil gaya chehra tera
Bekaraari badh rahi hai ab aao na
Zindagi tum churaaon na


Bekaraari zindagi tum
O ho. o.. o..
O ho. o.. o..

Kab tak kare aitbaar
Khawabon mein aana jaana
Yaadon mein yun mil jaana
Jaise kabhi tum gaye hi nahi
O ho. o.. o..
O ho. o.. o..
Jaise judaa hum hue nahi
O ho. o.. o... O ho. o.. o..
O ho. o.. o... O ho. o.. o...

"
679,"

Main rahoon na rahoon
Meri aawaaz...
 
Main rahoon na rahoon
Meri aawaaz tum
Gunjati har jagah har kadam paaoge
Main milu na milu mere geeton ko tum
Zindagi ki tarah har kadam paaoge - [2]

Main tha jahaan hoon main waheen
Beeta hua kal main nahi
Main tha jahaan hoon main waheen
Beeta huan kal main nahi
Har mod pe, har raah mein, har dard mein
Har aah mein

Gungunaunga main muskuraaunga main
Dil ki aabohawa mein yaad aaunga main
Yaad aaunga main - [2]
Kuchh kahu na kahu
Mere geeton ko tum 
Roshni ki tarah har taraf paaoge - [2]

Main aaj hoon main kal bhi hoon 
Sadiyaan hoon main, main pal bhi hoon
Main aaj hoon main kal bhi hoon 
Sadiyaan hoon main main pal bhi hoon

Har rang mein, har roop mein
Har chaanv mein, har roop mein
Jhilmilaaunga main, jagmagaaunga main
Mausamon ki adaa mein yaad aaunga main
Yaad aaunga main -[2]


Main dikhu naa dikhu
Mere andaaz tum, waqt hi ki tarah
Har taraf paaoge

Main rahoon na rahoon
Meri aawaaz tum
Gunjati har jagah har kadam paaoge
Gunjati har jagah har kadam paaoge
Gunjati har jagah har kadam paaoge...

"
680," 

Yaad piya ki aaye..
Kaisa tha woh vaada
Kaise nibha rahi ho
Tere bin kaise rahu main
Kyun durr jaa rahi ho

Kaisa tha woh vaada
Kaise nibha rahi ho
Tere bin kaise rahu main
Kyun durr jaa rahi ho

Yaad piya ki aaye...
Hamne tumko jo diya
Tumne bhula diya
Tumse humko jo mila
Yaadon mein bas gaya
Tum wahi ho meri jaan ho
Vaada kiya tha meri rahogi

Hamne tumko jo diya
Tumne bhula diya
Tumse humko jo mila
Yaadon mein bas gaya

Aa aa.. aa...

Taaron ki jhilmil chaandani raatein
Labon se labon ki wahi mulakatein 
(bali umariyan)
Taaron ki jhilmil chaandani raaten
Labon se labon ki wahi mulakaaten

Sadiyon se hai purani teri meri kahaani
Yaad karo tum sajana, tu hai meri zindagani

Kaisa tha woh vaada kaise nibha rahi ho
Tere bin kaise rahu main, kyun durr jaa rahi ho
Hamne tumko jo diya tumne bhula diya
Tumse humko jo mila yaadon mein bas gaya

Baali umariyan suni re dagariya
Joban beeta jaaye haay raam
 
Kitne kareeb the sard hawa mein 
Zulfen sanwari baahon ne thaame
(bali umariyan)
Kitne kareeb the sard hawa mein 
Zulfen sanwari baahon ne thaame


Mujhse ruth na tera
Phir se mera manana
Yaad karo tum sajana
Mujh mein tera sunana

Kaisa tha woh vaada kaise nibha rahi ho
Tere bin kaise rahu main, kyun durr jaa rahi ho
Tum wahi ho meri jaan ho, vaada kiya tha meri rahogi

Kaisa tha woh vaada, kaise nibha rahi ho
Tere bin kaise rahu main kyun dur jaa rahi ho
Humne tumko jo diya tumne bhula diya
Tumse humko jo mila, yaadon mein bas gaya

Kaisa tha woh vaada
Kaise nibha rahi ho
Tere bin kaise rahu main
Kkyun dur jaa rahi ho
Yaad piya ki aaye..e...

"
681,"

Zamane se puchho mere dil se puchho
Main khush hoon nahi hoon
Tumhen kya pata

Sabhi saath hain par main hoon akela
Andhera bada yeh dil bujh gaya
Din raat raat main hoon jaagta
Har khwaab khwaab tujhko maangata
Yahi pyar pyar ka hai vaasta
Meri zindagi ka toh hain haadsa
Mere humsafar tum kaha kho gaye ho
Yeh kya ho gaya

Nagmon ko mere, sunkar hamesha
Roti ho kyon tum ho khud se khafa
Khaton ko meri tum seene se lagakar
Sisakti ho tum kyon hai kiski khata
Yeh kya ho gaya

Zamane se puchho mere dil se puchho
Main khush hoon nahi hoon 
Tumhe kya pata

Tum toh safar mein mere hamsafar the
Kahaan kho gaye ho yeh kya ho gaya
Pal jo hamesha khushi se bhara tha 
Woh pal hamein ab rulane laga hain
Yeh kya ho gaya 


Zamane se puchho mere dil se puchho
Main khush hoon nahi hoon 
Tumhen kya pata
Din raat raat main hoon jaagata
Aur khwaab khwaab tujhko maangata
Yahi pyar pyar ka hai vaasta
Meri zindagi ka toh hain haadsa
Mere humsafar tum kaha kho gaye ho
Yeh kya ho gaya...

"
682,"

Aankhon main shabab hai
Chehra yeh gulab hai
Har ada azab hai
Husn behisaab hai
Tu jo benaqaab hai

Tauba hai tauba hai
Tauba hai, tauba hai
Tauba hai tauba hai
Tauba hai, tauba hai... [2]

Zulfon ko choo kar tum
Jab muskurati ho
Zulfon ko choo kar tum
Jab muskurati ho
Dekhne walon pay bijlee girati ho

Wallah aafat qayamat ho tum
Main dil hoon aur dil ki chahat ho tum

Har ada azab hai
Husn behisaab hai
Tu jo benaqaab hai

Tauba hai tauba hai
Tauba hai, tauba hai
Tauba hai tauba hai
Tauba hai, tauba hai... [2]

Kar ke ishara tum bholi ban jaati ho
Kar ke ishara tum bholi ban jaati ho
Dil ko satati ho, hum ko tadpati ho


Jannat ki hooron say barh kay ho tum
Shoola ho shabnam ho jaadoo ho tum

Har ada azab hai
Husn behisaab hai
Tu jo benaqaab hai

Tauba hai tauba hai
Tauba hai, tauba hai
Tauba hai tauba hai
Tauba hai, tauba hai... [2]

"
683,"

Jaan hai kya dil cheez kiya
Main tera sab kuch tera
Soona soona mera jeevan
Mere nazdeek aa

Mahi ve 
O teri yaad aati hai re
O Chandan see dhoop mein
O badlee ki or se
Mahi ve

Mahi ve
O teri yaad aati hai re
Ek sundar pyaar ka sapna laati hai re
Mahi ve.. mahi ve

Hosh ho na khabar ho
Shab dhale na sahar ho
Ek aisa safar ho aur tum saath ho

Raat jugnoo sitare
Rang khushboo nazare
pyaar ke ho isharay aur tum saath ho
Soona soona mera jeevan
Mere nazdeek aa

Mahi ve 
O teri yaad aati hai re
O Chandan see dhoop mein
O badlee ki or se
Mahi ve

Mahi ve
O teri yaad aati hai re
Ek sundar pyaar ka sapna laati hai re
Mahi ve.. mahi ve

Rooth jaane mein kya hai
Maan jaane mein kya hai
Dil jalane mein kya hai 
Abb tum jaan lo

Mukhtasar hai fasana
Main hoon tera deewana
Dil na mera dukhana 
Abb tum jaan lo


Soona soona mera jeevan
Mere nazdeek aa

Jaan hai kya dil cheez kiya
Main tera sab kuch tera
Soona soona mera jeevan
Mere nazdeek aa

Mahi ve 
O teri yaad aati hai re
O Chandan see dhoop mein
O badlee ki or se
Mahi ve

Mahi ve
O teri yaad aati hai re
Ek sundar pyaar ka sapna laati hai re
Mahi ve.. mahi ve...

"
684,"

Kaash hum juda na hote
Kabhi alvida na kehtey
Chaha nahi thaa
Phir bhi para hum ko jaana

Tum hum ko yaad rakhna
Kabhi dil se na bhulana
Hum paas ho ya na ho
Hame pyaar say bulana - [2]

Bail jo aangan mein thee
Phool who laati hogi
Chunte to ho gay kaliyaan

Hum nahi hain to phir bhi
Mehfilein sajti hon gee
Sooni naa hogee galiyaan
Aise main thori see aankhaein bhar laana

Kaash hum juda na hote
Kabhi alvida na kehtey
Chaha nahi thaa
Phir bhi para hum ko jaana

Tum hum ko yaad rakhna
Kabhi dil se na bhulana
Hum paas ho ya na ho
Hame pyaar say bulana - [2]

Samne aati hogee
Koi bhi meri nishani
Yoonhi kaheen chalte phirte


Dil tarap jaata hogaa
Dekh kar sookhe pate
Shaakh se per ki girte
Aisa to hota hai
Dil ko samjhana

Kaash hum juda na hote
Kabhi alvida na kehtey
Chaha nahi thaa
Phir bhi para hum ko jaana

Tum hum ko yaad rakhna
Kabhi dil se na bhulana
Hum paas ho ya na ho
Hame pyaar say bulana... - [2]

"
685,"

Din no teri yaad satavein
Raat ko bhi chain na aavein
Doori mujh ko raas na aavein
Sun tay meray dil ki baat sajna [2]

Sun tay jaana

Hiriye, soniye
Hunn aa bhi jaa - [3]

Pehli nazar thee who
Tujh se mili thee jo
Na jaane muhj ko kya huaa

Pehli nazar thee who
Tujh se mili thee jo
Na jaane muhj ko kya huaa

Chain ek pal mujhe
Kyon kaheen aae naa

Muhj ko darr hai kisi mor pe
Tu bechhar jai naa
Kaheen kho jaye naa
Sarre sapne mere tod ke

Kehta hai dil mera
Pyaar kare who jo
Duniya se ghabraye naa

Kehte hain mujhe log deewana
Kya hoon main , main ne nahi jaana
Sun sake to sun afsana
Phir tu mujh ko faisala sunana

Din no teri yaad satavein
Raat ko bhi chain na aavein
Doori mujh ko raas na aavein
Sun tay jaana

Hiriye, soniye
Hunn aa bhi jaa - [3]

Pehli nazar thee who
Tujh se mili thee jo
Na jaane muhj ko kya huaa - [2]

Tujh ko ae jaan e jaan
Darr hai ruswai ka
Lab pe laate huye mera naam

Main bhee kaise piyun
Zahar tanhai ka
Mujh ko dasti hai yeh bheegi shaam


Kehta hai dil mera
Pyaar kare woh jo
Duniya se ghabrai naa

Kehte hain mujhe log deewana
Kya hoon main , main ne nahi jaana
Sun sake to sun afsana
Phir tu mujh ko faisala sunana

Din no teri yaad satavein
Raat ko bhi chain na aavein
Doori mujh ko raas na aavein
Sun tay jaana

Hiriye, soniye
Hunn aa bhi jaa - [3]

Pehli nazar thee who
Tujh se mili thee jo
Na jaane muhj ko kya huaa

Kehta hai dil mera
Pyaar kare woh jo
Duniya se ghabrai naa...

"
686,"

Honge kabhi hum juda
Honge kabhi hum juda
Maine ye socha na tha
Ye sitam, tu bataa kyu hua

Jiya na jaye
Tere bin saathiya
Yaadon mein tu hai
Raat din saathiya

Aaye aur jaayein mausam
Mujh ko tanhai ka gham
Mushkil safar, poochun kise
Manzil kahan

Dil ka to haal hai aise
Sehra mein phool ho jese
Weeran hai mera jahan

Mujh ko nahi hai khabar
Kis ki lagi hai nazar
Ye sitam, tu bataa kyu hua

Jiya na jaye
Tere bin saathiya
Yaadon mein tu hai
Raat din saathiya

Gum sum hain pagal naina
Mehfil mein tanha rehna
Oh beqadar kyon ishq ko ruswa kia


Mujh se taqdeer bhee roothi
Dil ki umeed na tooti
Tooteingee yeh khamoshiyaan

Tum the mere humsafar
Kis ki lagi hai nazar
Ye sitam, tu bataa kyu hua

Jiya na jaye
Tere bin saathiya
Yaadon mein tu hai
Raat din saathiya

Honge kabhi hum juda
Honge kabhi hum juda
Maine ye socha na tha
Ye sitam, tu bataa kyu hua

Jiya na jaye
Tere bin saathiya
Yaadon mein tu hai
Raat din...

"
687,"

Do dil mile hain sanam
Toote na pyaar ki kasam
Wada hai mera
Milke na bichrain ge hum
Rakhna wafa ka bharam

Ek pal juda rahe hum
Sadiyan bhee lagti hain kam
Tum paas rehna
Ab to khushi ho ya gham
Dil pe na karna sitam

Dil ne iqrar kia
Bin soche pyaar kia
Hona thaa jo ho gaya
Soniyaa..

Yeh dil ab tera ho gaya
Yeh tanha thaa yeh kho gaya
Tera yeh saath jo mila
To har dhadkan nay yeh kaha

Jagya naseeb main noon pyaar milya
Soniyaa...

Yeh dil ab tera ho gaya
Yeh tanha thaa yeh kho gaya
Tera yeh saath jo mila
To har dhadkan nay yeh kaha

Kehte hain pyaar bhee nasha hai
Iska suroor hee juda hai
Masti hai teri akhiyon mein
Maine yeh jaam bhee piya hai
Jee chahta hai hosh na aaye
Saari umar beet jai

Dil ne iqrar kia
Bin soche pyaar kia
Hona thaa jo ho gaya
Soniyaa..

Mushkil hain pyaar ki raahein
Raste me hum kho na jaaye
Raahe wafa ke musafir
Manzil se durr ho na jaaye
Jee chahta hai hosh na aaye
Saari umar beet jai


Dil ne iqrar kia
Bin soche pyaar kia
Hona thaa jo ho gaya
Soniyaa..

Yeh dil ab tera ho gaya
Yeh tanha thaa yeh kho gaya
Tera yeh saath jo mila
To har dhadkan nay yeh kaha

Do dil mile hain sanam
Toote na pyaar ki kasam
Wada hai mera
Milke na bichrain ge hum
Rakhna wafa ka bharam

Dil ne iqrar kia
Bin soche pyaar kia
Hona thaa jo ho gaya
Soniyaa..

Yeh dil ab tera ho gaya
Yeh tanha thaa yeh kho gaya
Tera yeh saath jo mila
To har dhadkan nay yeh kaha...

"
688,"

Muft badnaam hue
Sar pe ilzaam liay
Tujh ko yeh dil jo dia
Main ne kya kia
Yeh dil kyon diya

Saanoon pyaar de laaray laa kay
Khushiyan de deep jala ke

Kuri mo mor gai
Dil saada tor gai
Kuri lang paar gai
Chad wich kaar gai

Chandni raatein thee
Kia mulakatein thee
Hum the aur woh the bus
Ankahi baatein thee - [2]

Naam peegham huye
Subah se shaam huye
Charche phir aam huye
Maine kyaa kiya
Yeh dil kyon diya

O.. ho. ho.. o.. o.. o..
Saanoon pyaar de laaray laa kay
Khushiyan de deep jala ke

Kuri mo mor gai
Dil saada tor gai
Kuri lang paar gai
Chad wich kaar gai - [2]

Phir wohi mausam hai
Chandni madham hai
Taare chup chup se hain
Dil main iska gham hai - [2]


Dard yeh sehta hoon
Soochta rehta hoon
Aur phir kehta hoon
Maine kyaa kiya
Yeh dil kyon diya

O.. ho. ho.. o.. o.. o..
Saanoon pyaar de laaray laa kay
Khushiyan de deep jala ke

Kuri mo mor gai
Dil saada tor gai
Kuri lang paar gai
Chad wich kaar gai... - [2]

"
689,"

Luk chup ke oh maino takdi rahway
Pallu day ohlay wich hansdi rahway
Akhiyaan wich ohdi ae shookhi bari
Hasdi ae jeewain koi phul jari

Najaran de dil te waar karay
Gul gul te oh takraan kare
Eik pal nahi main to wakh rehndi

Kadi haan kehndi kadi naa kehndi
Sakhiyaan wich beh ke mera naam laindi - [2]

Sach kah oh taan sangdi nai
Mere te mardi ae mandi nahi
Ohdi adawan da ae haal ae
Rakhdi hawawan wich oh waal ae

Kadi haan kehndi kadi naa kehndi
Sakhiyaan wich beh ke mera naam laindi - [2]

Nat khat da koi etebar nahi
Kehndi ae karna pyaar nahi
Eik pal nahi main to wakh rehndi

Kadi haan kehndi kadi naa kehndi
Sakhiyaan wich beh ke mera naam laindi 

Teno jo weekha dil tera ho gaya
Teri yaadan de wich hai main kho gaya
Haaye me kho gya

Najaran de dil te waar karay
Gul gul te oh takraan kare
Eik pal nahi main to wakh rehndi


Kadi haan kehndi kadi naa kehndi
Sakhiyaan wich beh ke mera naam laindi - [2]

Nat khat da koi etebar nahi
Kehndi ae karna pyaar nahi
Eik pal nahi main to wakh rehndi

Kadi haan kehndi kadi naa kehndi
Sakhiyaan wich beh ke mera naam laindi... - [2]

"
690,"

Pehli nazar ka milna
Keh ke bhee kuch na kehna
Na jaane yeh kya ho gaya

Anjaan hum dono hain
Pareshan hum dono hain
Soocho to yeh kiya ho gaya

Chupke se keh bhee de
Dil mein hai kya tere
Hasna tera kya keh gaya

Lag Lag khande bhale

Baatein samajhna mushkil
Phir bhee yeh kehta hai dil
Tujhko hai mera intezaar

Thukra na de tu mujh ko
Dharka laga hai dil ko
Bus apna keh do ek baar

Chupke se keh bhee de
Dil mein hai kya tere
Hasna tera kya keh gaya


Lag Lag khande bhale

Kitna naadaan hai tu
Arman mera hai tu
Kuch kuch ho raha hai
Yeh jaan bhee le tu

Tera aitbaar hai
Aur baar baar hai

Lag Lag khande bhale

"
691,"

Dil tarse, dil tarse
Hun sajnaan dee deed hoo dil tarse

Chal uth chaliyeh
Des tur chaliyeh
Chal uth chaliyeh
Des tur chaliyeh

Wichrian yaaran dee
Yaad satandi ye
Ronak galiyaan dee
Kol bulandi ae

Kalliya java hoowan main te
Luk luk ruwaan
Main to rus gaiyan neendaran

Chal uth chaliyeh
Des tur chaliyeh
Chal uth chaliyeh
Des tur chaliyeh

Sohnia watnaa nu
Chad ke aaonda na
Dard judayaan da
Gal nal laonda na

Aeho dil chaonda
Aithe kadi wee na aonda
Lay kay aaiyan majboorian

Chal uth chaliyeh
Des tur chaliyeh
Chal uth chaliyeh
Des tur chaliyeh


Mehnat keeti ye
Maal kamaya ye
Sab kuch miliyaa ye
Par watan paraya ae

Dil te kee beeti
Aj sachi gal keeti
Main nu maar gaiyan doorian

Chal uth chaliyeh
Des tur chaliyeh
Chal uth chaliyeh
Des tur chaliyeh...

"
692,"

Kya hua
Kuch bhi nahin
Kya hoga
Kuch bhi to nahin

Kya ho sakta hai
Pyaare hona kya hai?

Kuch na kuch hota hi rehta hai
Par yaad rakh tu jo chahta hai

Woh nahi hona
Khud ho nahi sakta
Karna padta hain

Kya hai takdeer
Ek janzeer
Kya hai takdeer
Ek janzeer

Kismat kya hai?
Ek dhoka hai
Kismat kya hai?
Ek dhoka hai

Phir insaan kare kyaa....?

Takdeer ke hathon mein
Zanjeerein pheilado
Kismat ke taron ko
Aaina dikhlado

Hathon ki lakeeri
Aur jadoo tona
Sab hai dhoka
Sab hai khwabo ki dhool
Khwabo ki dhool

Tu apne raste na hat
Chal khwab ka pichha chhod
Palat.. palat palat

Dhin tana ta..
Dhin tana naa..

Phir jo chahe kar jayenga
Warna ghootke mar jayenga
Kismat me woh sab kuch hai
Jo sona hire chandi de

Tu durr na jaa
Tu durr na jaa
Mood vaapis aa
Mood vaapis aa

Mayus na ho
Chal chal aage
Tu jaage to 
Duniya jaage

Pyaare agar kuch pana hai tujhe to ?
Kashtiyaan bhi jala de
Kashtiyaan bhi jala de
Kashtiyaan bhi jala deeeee...

Phir tu jo chahega ho jayenga
Gam ka suraj thak kar so jayenga


Yeh magar kuch bhi 
Khud ho nahin sakta
Yeh magar kuch bhi 
Khud ho nahin sakta
Karna padta hai

Jine ke liye
Marna padta hai
Haq ke khatir to
Ladna padta hai 

Jine ke liye
Marna padta hai
Haq ke khatir to
Ladna padta hai
Ladna padta hai
Ladna padta hai...

"
693,"

Kahaan ho tum, kahaan ho tum
Kahaan ho tum, kahaan ho tum
Main dhundhta hun tujhe
Main puchhta hun tujhe

Kahaan ho tum, kahaan ho tum
Kahaan ho tum, kahaan ho tum
Main dhundhta hun tujhe
Main puchhta hun tujhe

Pankhudiyon ki sughandiyo mein
Dhundu tujhe jaane jaa
Kahaan ho tum, kahaan ho tum

Baadalon ke bunladiyon pe
Dhundhu tujhe jaane jaa
Kahaan ho tum, kahaan ho tum

Main dhundata hun tujhe
Main puchhta hun tujhe
Kahaan ho tum, kahaan ho tum
Kahaan ho tum, kahaan ho tum

Har jagah pe, har ghadi mein
Tere liye ghumu main
Kahaan ho tum, kahaan ho tum
/

Har khushi mein, har gami mein
Tere liye ghumu main
Kahaan ho tum, kahaan ho tum

Main dhundata hun tujhe
Main puchhta hun tujhe
Kahaan ho tum, kahaan ho tum
Kahaan ho tum, kahaan ho tum

Main dhundata hun tujhe
Main puchhta hun tujhe
Kahaan ho tum, kahaan ho tum
Kahaan ho tum, kahaan ho tum...

"
694,"

Kuchh yaad hai, kuchh bhul raha hu
Kuchh baatein purani soch raha hu
Kuchh yaad hai, kuchh bhul raha hu
Kuchh baatein purani soch raha hu

Woh pal, woh mausam, woh din, woh raate
Woh pal, woh mausam, woh din woh raate
Khawabo me aaj, khyaalo me aaj, 
Dhund raha hu

Kuchh yaad hai, 
Kuchh yaad hai, kuchh bhul raha hu
Kuchh baatein purani soch raha hu

Pehali najar me, anjaane shehar me
Hum dil de baithe the kisiko
Pehali najar me, anjaane shehar me
Hum dil de baithe the kisiko

Woh yaad hai
Kuchh yaad hai, kuchh bhul raha hu
Kuchh baatein purani soch raha hu

Woh parda nashi thee, par kitanee hansin thee
Hum chaahne lage the usiko
Woh parda nashi thee, par kitanee hansin thee
Hum chaahne lage the usiko
Sab yaad hai

Kuchh yaad hai, kuchh bhul raha hu
Kuchh baatein purani soch raha hu
Kuchh yaad hai, kuchh bhul raha hu
Kuchh baatein purani soch raha hu

Woh pal, woh mausam, woh din, woh raate
Woh pal, woh mausam, woh din woh raate
Khawabo me aaj, khyaalo me aaj, 
Dhund raha hu

Kuchh yaad hai, 
Kuchh yaad hai, kuchh bhul raha hu
Kuchh baatein purani soch raha hu...

"
695,"

Yeh saara hindustan tera hi hai
Yeh pyara sa jahan mera bhee hai
Barfile pahaade mausame najaare
Dharati aur aasmaan, saagar ke kinaare
Khal khal see nadiya behati hai yahi  - [2]

Yeh saara hindustan tera hi hai
Yeh pyara sa jahan mera bhee hai

Kitni jubaane kehte hai yaha,
Vir diwaane rehte hai yaha - [2]
Desh hamaara hai sabse hasin, 
Barfile pahaade mausame najaare
Dharati aur aasmaan, saagar ke kinaare
Khal khal see nadiya behate hai yahi 

Saara hindustan teraa hee hai
Yeh pyaara sa jahaan meraa bhee hai

Jaan se bhee pyaari hai yeh jameen
Shaan me iski naa hogi kamee - [2]
Aankhon me isaki naa aayegee namee
Naa naa naa naa naa.


Saara hindustan teraa hi hai
Yeh pyaara sa jahaan meraa bhi hai
Barfile pahaade mausame najaare
Dharati aur aasmaan, saagar ke kinaare
Khal khal see nadiya behati hai yahee

Yeh saara hindustan tera hi hai
Yeh pyara sa jahan mera bhee hai

Yeh saara hindustan tera hi hai
Yeh pyara sa jahan mera bhee hai...

"
