SongID,Lyrics
927,"

Chup rehkar bhi yeh, sab kuch kehti hai
Sab kuch kehkar bhi, chup hi rehti hai
Kabhi aankhon se karke ishaara
Kabhi baahon ka deke sahara

Mera inn raahon se hai rishta koi
Anjaana sa purana kissa koi
Inse jo poocho toh kahengi
Yeh meri kahaani

Taxi ke bhawre hai gaa rahe
Kitni zameene hai yeh jaa rahe
Manzil kahan hai, na kisi ko hai pata
Train ki ghanti ishaaron mein
Kisse kisi ke chupa rahi hai
Dil se suno toh
Yeh sab kuch meri bata

Mera inn raahon se hai rishta koi
Anjaana sa purana kissa koi
Inse jo poocho toh kahengi
Yeh meri kahaani


Sadkon par iski, sapne chalte hai
Sau kho jaate hai, do sach bante hai
Yehi raahein, kabhi zanjeerein
Kabhi haathon ki yeh lakeerien

Mera inn raahon se hai rishta koi ..rishta koi
Anjaana sa purana kissa koi ..kissa
Inse jo poocho toh kahengi
Yeh meri kahaani...

"
928,"

Ho ab ke baras yun saavan barse
Khaare khaare moti
Tore daras ko naina tarse
Khaare khaare moti

Roothungi purwa se 
Woh jab mudhke udhke aawegi
Bolungi sakhi ton se 
Tu jab unko sang mein laayegi
Kaandhe pe ro ke dungi main bata

Tore bina sookha sookha saavan
Tore bina khaali khaali batiyaan
Tore bina bairi bairi sakhiyaan
Tore bina..

Tore bina sookha sookha saavan
Tore bina khaali khaali batiyaan
Tore bina bairi bairi sakhiyaan
Tore bina.. tore bina..
Tore bina.. tore bina..

Ki naa kadar, phir kyun nazar baithi rahe
Phir haan ke maare, pooche magar
Bhatki dagar roye tu kyun
Birhaa ke maare

Oh teri ek na jhalak, piya taaro talak
Baithi chandni bhi khol ke kiwaad
Aithungi sataungi suno ab ke ghar jo aaoge
Baabul main jaaungi yun ab der jo lagaaoge
Tose hi tori shikayatein karun

Tore bina sookha sookha saavan
Tore bina khaali khaali batiyaan
Tore bina bairi bairi sakhiyaan
Tore bina..

Tore bina sookha sookha saavan
Tore bina khaali khaali batiyaan
Tore bina bairi bairi sakhiyaan
Tore bina.. tore bina
Tore bina..

Oh mehke badan mere sajan
Teri hi toh yaadon ke sahaare
Sookha gagan badra nayan
Behte rahe kajra ke dhaare


Bairi balam hoga koi toh kalam
Jisse sandesha tu bhejega..
Mere bairi balam hoga koi toh kalam
Jisse sandesha tu bhejega.. 
Aithungi sataungi suno ab ke ghar jo aaoge
Baabul main jaaungi yun ab der jo lagaaoge
Tose hi tori shikayatein karun

Tore bina sookha sookha saavan
Tore bina khaali khaali batiyaan
Tore bina bairi bairi sakhiyaan
Tore bina..

Tore bina sookha sookha saavan
Tore bina khaali khaali batiyaan
Tore bina bairi bairi sakhiyaan
Tore bina.. tore bina
Tore bina...

"
929,"

Open thy mind, walk alone
We are not afraid, walk alone

Jodi thor dak shoone ko naashi tobe ekla cholo re
Jodi thor dak shoone ko naashi tobe ekla cholo re
Tobe ekla cholo, ekla cholo, ekla cholo, ekla cholo re
Tobe ekla cholo, ekla cholo, ekla cholo, ekla cholo re

Open thy mind, walk alone
We are not afraid, walk alone

Jodi keu kotha na kau, ore ore o bhaga
Keu kotha na na kau
Jodi shobai thake muh firaye, shobai kore bhoe
Jodi shobai thake muh firaye, shobai kore bhoe

Tobe poran khule.. tobe poran khule
O tui mukh futey toh moner kotha ekla bolo re
O tui mukh futey toh moner kotha ekla bolo re
Jodi tore daksh ni keu na ashe tobe ekla cholo re

Tu ru ru.. tu ru ru..

Jab kaali ghata chaaye o re ho re o
Andhera sach ko nigal jaaye
Jab duniya saari darr ke aage, sar apna jhukaaye
Jab duniya saari darr ke aage, sar apna jhukaaye
Tu shola bann jaa, woh shola bann jaa
Jo khud jal ke jahaan roshan kar de, ekla jolo re
Jo khud jal ke jahaan roshan kar de, ekla jolo re
Jodi tore daksh niko na ashe tobe ekla cholo re

Open thy mind ..the mind walk alone ..walk alone
We not afraid, walk alone
Open the mind, walk alone
Jodi tore daksh niko na ashe tobe ekla cholo re...

"
930,"

Working it, working it, working it out
Living it, living it, living it out
Moving it, moving it to the top
Gonna before it never stops - [3]

Aaja ab jeele, lamhe peele
Tere dil mein bhi kahin pyaas chhupi hai
Choti zindgani, phir nahi aani
Chalne de yaar jo bhi saans ruki hai
Tune na jaana, tujhe hai paana
Teri aankhon ne jo bhi khwaab chuaa hai
Tu na daar jaana, tuna ghabrana
Tere yaaron ki tere saath duaa hai

All the best.. All the best
All the best.. All the best
All the best.. All the best
All the best.. All the best

Raaste mein dhoop mile
Aur kabhi badalon ka pehra hai
Aah haa aa..
Yaar mere baat meri maan
Yehi zindagi ka chehra hai
Aah haa aa.. - [2]

Zindgaani ki inn maujon mein
Jo bhi dooba hai wohi paar hua hai
Tu na daar jaana, tuna ghabrana
Tere yaaron ki tere saath duaa hai

All the best.. All the best
All the best.. All the best
All the best.. All the best
All the best.. All the best

Working it, working it, working it out
Living it, living it, living it out
Moving it, moving it to the top
Gonna before it never stops


Doston ka saath rahe
Dosti ka haath rahe haathon mein
Aah haa aa..
Aansuon ki baat naa ho
Pyaar ki hi baat rahe baaton mein
Aah haa aa.. - [2]

Hum se na chupana, sabhiko batana
Saari duniya ko yahan pyaar hua hai
Tu na daar jaana, tuna ghabrana
Tere yaaron ki tere saath duaa hai

All the best.. All the best
All the best.. All the best
All the best.. All the best
All the best.. All the best...

"
931,"

Hey 
Oh ho o.. Oh ho o..
Oh ho o.. Oh ho o..
Na na na na na na na
Oh ho o.. Oh ho o..
Oh ho o.. Oh ho o..
Na na na na na na na

Jab chahe aasman pe
Seediyaan laga lu
Do chaar taare todh dalun
Dariya mein dobun
Doobe suraj ko nikalun
Ghar ki deewaaron pe sajaalun

Oh ho o.. Oh ho o..
Oh ho o.. Oh ho o..
Na na na na na na na

Jab chahe aasman pe
Seediyaan laga lu
Do chaar taare todh dalun
..do chaar taare todh dalun
Dariya mein dobun
Doobe suraj ko nikalun
Ghar ki deewaaron pe sajaalun

Dil kare.. Jo bhi woh karta jaaun
Dil kare.. Dil ki baaton mein aaun
Dil kare.. Dil ki marzi se jee loon main

Oh ho o.. Oh ho o..
Oh ho o.. Oh ho o..
Na na na na na na na

Oh ho o.. Oh ho o..
Oh ho o.. Oh ho o..
Na na na na na na na

Jab chahe badal ki
Patang mein banaloon
Unche pahadon pe udalun
Jitney bhi patte hain
Pedon pe main gira dun
Unpe main pankhe latkaadun

Dil kare.. Jo bhi woh karta jaaun
Dil kare.. Dil ki baaton mein aaun
Dil kare.. Dil ki marzi se jee loon main

Raaton ko jugnu ki
Main roshni churaalunga
Bijlee jayegi to jagalunga
Phoolon main jitne bhi hai
Rang main nikalunga
Maan chaha paint karadunga
Comm'on now people all, shout it out
Scream out loud
Common now you all

Raaton ko jugnu ki
Main roshni churaalunga
Beejlee jayegi to jagalunga
Phoolon main kitne bhi hai
Rang main nikalunga
Maan chaha paint karadunga

Jab chaahe main hawa pe raasta banaalun
Uspe main gaadiyan chalalun
..uspe main gaadiyan chalalun
Main to mahene ke bhi din sau banadun
Total mein saal ka badha dun


Dil kare… jo bhi woh karta jaaun
Dil kare… dil ki baaton mein aaun
Dil kare… dil ki marzi se jee loon main

Oh ho o.. Oh ho o..
Oh ho o.. Oh ho o..
Na na na na na na na

Oh ho o.. Oh ho o..
Oh ho o.. Oh ho o..
Oh ho hoo.. Oh ho hoo..
Na na na na na na na...

"
932,"

Haan main jitni martaba
Tujhe hoon dekhta
Yeh lagtaa hai mujhe
Haan haan haan tujhe hi dekh ke
Meri saansein chalein
Bataadun main tujhe

Haan haan haan main jitni martaba
Tujhe hoon dekhta
Yeh lagtaa hai mujhe
Haan haan haan tujhe hi dekh ke
Meri saansein chalein
Bataadun main tujhe

Haan tu jeene ki wajah
Dikhe tu har jagah
Nazar jaaye jahan
Haan haan haan ke tere saath hi
Chalegi har ghadi
Yeh meri daastan

Haan haan haan main jitni martaba
Tujhe hoon dekhta
Yeh lagtaa hai mujhe
Haan haan haan tujhe hi dekh ke
Meri saansein chalein
Bataadun main tujhe

Haan kya galti hai meri
Jo baaton mein teri
Aa gaya, aa gaya, dil mera
Haan zamana chhod ke
Hamesha ke liye
Ho gaya ho gaya dil tera
Haan tu mera pyaar hai
Mera dildaar hai
Tu mera hai jahan

Haan.. haan.. haan..
Yeh lamhe khas hain
Jo hum tum paas hain
Nahi hai duriyaan

Haan haan haan main jitni martaba
Tujhe hoon dekhta
Yeh lagtaa hai mujhe
Haan haan haan tujhe hi dekh ke
Meri saansein chalein
Bataadun main tujhe

Haan nigaahon mein rahun
Ya baahon mein rahun
Main kabhi na kahin pe jaaun
Haan irraada hai mera
Yeh vaada hai mera
Naa kabhi main tujhe tadpaun
Haan tujhe main dun khushi
Tu meri hai zameen
Tu hi hai aasmaan

Haan haan haan yeh meri zindagi
Hai tujh mein hai kahin
Hai jana ab kahan

Haan haan haan main jitni martaba
Tujhe hoon dekhta
Yeh lagtaa hai mujhe
Haan haan haan tujhe hi dekh ke
Meri saansein chalein
Bataadun main tujhe


Haan tu jeene ki wajah
Dikhe tu har jagah
Nazar jaaye jahan
Haan haan haan ke tere saath hi
Chalegi har ghadi
Yeh meri daastan

Haan haan haan main jitni martaba
Tujhe hoon dekhta
Yeh lagtaa hai mujhe
Haan haan haan tujhe hi dekh ke
Meri saansein chalein
Bataadun main tujhe...

"
933,"

Kyun, hai yeh khamoshiyan
Jaane kyun thehri si hai zubaan
Jaane kya ho gaya
Mausam bhi hai naya
Sukhi zameen
Bheega hai aasmaan

Kyun, hai yeh khamoshiyan
Jaane kyun thehri si hai zubaan
Jaane kya ho gaya
Mausam bhi hai naya
Sukhi zameen
Bheega hai aasmaan

Kyun, hai yeh majbooriyan
Jaane kyun bebas hai hum yahan
Jaane kya ho gaya
Mausam bhi hai naya
Sukhi zameen
Bheega hai aasmaan

Jo pahele thi
Ab woh nahi hai hawayein
Kya ho gaya
Hai yeh kaise batayein
Pahele thi
Ab woh nahi hai hawayein
Kya ho gaya
Hai yeh kaise batayein

Humne, socha nahi tha
Aansu mein doobega, lamha khushi ka
Kaise, yeh silsile hain
Hai pass phir bhi, bahaut faslein hain

Kyun, hain yeh tanhaiyan
Jane kyun, suna sa hai jahan
Din jaise raat hai
Jaane kya baat hai
Rootha hua, hai humse yeh samaa

Jo pahele thi
Ab woh nahi hai hawayein
Kya ho gaya
Hai yeh kaise batayein

Rishte, bikhre hue hain
Phir se inhe jod le, sochte hain
Raahein, kahene lagi hai
Apni juda koi manzil nahi hai

Kyun, hai yeh khamoshiyan
Jaane kyun thehri si hai zubaan
Jaane kya hogaya
Mausam bhi hai naya
Sukhi zameen
Bheega hai aasmaan
/

Kyun, hai yeh majbooriyan
Jaane kyun, bebas hai hum yahan
Jaane kya hogaya
Mausam bhi hai naya
Sukhi zameen
Bheega hai aasmaan

Jo pahele thi
Ab woh, nahi hai hawayein
Kya ho gaya
Hai yeh kaise bataein
Pahele thi
Ab woh nahi hai hawaien
Kya ho gaya
Hai yeh kaise batayein...

"
934,"

Aaiii yaa yehh..
Tu ru ru ru.. Tu ru.. Tu ru
Tu ru ru ru.. Tu ru.. Tu ru

Subha teri aakhon mein
Shaam teri baahon mein jaaye
Na doorie kabhi aaye

Chaaye rahein chehre pe
Mere teri palkon ke saaye
Na doorie kabhi aaye

Oh.. Hoo
Subha teri aakhon mein
Shaam teri baahon mein jaaye
Na doorie kabhi aaye
Chaaye rahein chehre pe
Mere tere palkon ke saaye
Na doorie kabhi aaye

Aati hui jaati hui
Saanson mein rahon
Oh aa ye oo.. Oh aa ye oo
Jitni hai khamoshi
Woh baaton mein kaho
Oh aa ye oo.. Oh aa ye oo

You're my love.. Tujhse din mere
You're my world.. Hai kya bin tere
You're my love.. Tu hi toh sab kuch hai
Bin tere kuch bhi nahi hai

You're my love.. Tujhse din mere
You're my world.. Hai kya bin tere
You're my love.. Tu hi toh sab kuch hai
Bin tere kuch bhi nahi hai

You're my love
Oo yeh hii yee..

Saari lakeerein tere pyaar ki
Ab hain mere haath mein
Jyaada hai ya hai kam zindagi
Hai tere hi saath mein

Tujh mein hai meri manzile
Tujh mein hi hain raaste
Meri toh saari hi dhadkane
Tere dil ke vaaste

Toote na jo, choote na woh
Sanpe buno..
Oh aa ye oo.. Oh aa ye oo
Chori se ye chupke se
Bole dil suno
Oh aa ye oo.. Oh aa ye oo

You're my love.. Tujhse din mere
You're my world.. Hai kya bin tere
You're my love.. Tu hi toh sab kuch hai
Bin tere kuch bhi nahi hai
You're my love

Tujhe mili hai meri har khushi
Muskurahat mein teri
Tere hi saare alfaaz hai
Gungunahat main meri

Hota hain mujhe ehsaas yeh
Tuhe mujhme har ghadi
Tune jo thama mere haath ko
Lafz meri chal padi

Rahein kahe bahein kahe
Sang mein chalo
Oh aa ye oo.. Oh aa ye oo
Yaadon mein khayalon mein bhi
Tum hi milo
Oh aa ye oo.. Oh aa ye oo

You're my love.. Tujhse din mere
You're my world.. Hai kya bin tere
You're my love.. Tu hi toh sab kuch hai
Bin tere kuch bhi nahi hai

You're my love.. Tujhse din mere
You're my world.. Hai kya bin tere
You're my love.. Tu hi toh sab kuch hai
Bin tere kuch bhi nahi hai

You're my love...

"
935,"

Sapno mein aayi ke jaayi ke ori kuriya
Hamari churayi le neendiya

Sapno mein aayi ke jaayi ke ori kuriya
Hamari churayi le neendiya
Humpe girayi ke haire, tu bhijuriya
Humse churayi le humka
Baharon mein tu hai, nazaron mein tu hai
Dekhoon jidar main, wahan tu tu dikhayi de

Prem ki naiyya hai ram ke bharose
Apni ee naiyaa ko paar tu lagayi de
Prem ki naiyya hai ram ke bharose
Apni ee naiyaa ko paar tu lagayi de
Lagayi de.. Lagayi de..

Haan katt te katt te katt na jaaye
Bina hi pyaar ko paaye
Dekho meri saari hi umar, karoon main kya
Kahin to hoga koi upaaye, ke tu meri ho jaaye
Chahe mujhko tu bhi umar bhar, karoon main kya

Kya mantar padhu main
Kya tantar karoon main
Aankhon ki chahat tujhe bhi dikhayi de

Prem ki naiyya hai ram ke bharose
Apni ee naiyaa ko paar tu lagayi de
Prem ki naiyya hai ram ke bharose
Apni ee naiyaa ko paar tu lagayi de

Oh oh oo aa o u aa ou..
Eie i e ie..
Silly willy really really willly
You making me a love tonight
Eie i e ie..

Silly willy really really willy
You making me a hot tonight
Eie i e ie..
Silly silly silly willy willy
Want you give me your love

Silly silly silly wont you
Give it to me baby
Silly silly silly willy willy
Want you give me your heart
Silly silly silly wont you
Give it to me baby..

Dil ko dil ki prem kahani, zaroori hui sunani
Dil ki baat kaise main kahoon, karoon main kya
Samjhe na tu baat woh pagli, ke dil ki adla badli
Ab to bin kiye na main rahoon, karoon main kya

Main reh bhi na paaun
Main keh bhi na paaun
Bole bina kaise tujhko sunayi de

Prem ki naiyya hai ram ke bharose
Apni ee naiyaa ko paar tu lagayi de
Prem ki naiyya hai ram ke bharose
Apni ee naiyaa ko paar tu lagayi de


Sapno mein aayi ke jaayi ke ori kuriya
Hamari churayi le neendiya
Humpe girayi ke re tu bhijuriya
Humse churayi le humka
Baharon mein tu hai nazaron mein tu hai
Dekhoon jidar main wahan tu tu dikhayi de

Prem ki naiyya hai ram ke bharose
Apni ee naiyaa ko paar tu lagayi de
Prem ki naiyya hai ram ke bharose
Apni ee naiyaa ko paar tu lagayi de...

"
936,"

Thoda thehar, thoda thehar..
Sune le zara, sun le zara..
Dil keh raha, dil keh raha..
De na saza yun bewaja
Rooth kar mujhse naa ja abhi
Bhool kar shikwa gila sabhi pyaar ka

Aa jao meri tamanna ..meri tamanna
Baahon mein aao
Ke hona paaye judaa hum ..paaye judaa hum
Aise mujhme samao

Ho o..
Har gadi lag rahi teri kami
Le chali kis gali ye zindagi
Hai pata lapata hoon pyaar mein
Ankahi ansuni chahat jagi
Jo hua pehle hua nahi
Aaj tum kar lo zara yakeen pyaar ka

Aa jao meri tamanna
Baahon mein aao
Ke ho naa paaye judaa hum
Aise mujhme samao


Ho
Rutt jawan, dil jawan, hasrat jawan
Tu hai toh yeh bhi hai saare jawan
Woh nagar, woh dagar hogi haseen
Tu mile pyaar se mujhko jahaa
Paana hai tujhko ye dil kahe
Har gadi ab to nasha rahe pyaar ka

Aa jao meri tamanna ..meri tamanna
Baahon mein aao
Ke hona paaye judaa hum ..paaye judaa hum
Aise mujhme samao...

"
937,"

Shining in the shade in sun like
A pearl upon the ocean
Come and feel me.. How feel me

Shining in the shade in sun like
A pearl upon the ocean
Come on heal me.. Go heal me

Thinking about the lovin making 
And life sharing come and feel me
How feel me

Shining in the shade in sun like
A pearl upon the ocean
Come on feel me
Come on heal me..

Hua jo tubhi mera mera
Tera jo ikraar hua
To kyun na main bhi keh doon keh doon
Hua mujhe bhi pyaar hua

Tera hone laga hoon, khone laga hoon
Jab se mila hoon
Tera hone laga hoon, khone laga hoon
Jab se mila hoon

Shining in the shade in sun like
A pearl upon the ocean
Come and feel me.. How feel me

Shining in the shade in sun like
A pearl upon the ocean
Come on heal me.. Go heal me

Waise to mann mera, pehli bhi raaton mein
Aksar hi chahat ke haan
Sapne sanjonta tha

Pehle bhi dhadkan ye, dhun koi gaati thi
Par ab jo hota hai woh, pehle na hota tha

Hua hai tujhe jo bhi jo bhi
Mujhe bhi is baar hua
To kyun na main bhi, keh doon keh doon
Hua mujhe bhi pyaar hua

Tera hone laga hoon, khone laga hoon
Jab se mila hoon
Tera hone laga hoon, khone laga hoon
Jab se mila hoon

Aankhon se choo lun ke bahein tarasti hain
Dil ne pukara hai haan, ab to chale aao
Aaoge shabnam ki boonde barasti hain
Mausam ishara hai haan, ab to chale aao

Baahon mein dhalein, baahein.. Baahein..
Baahon ka jaise haar hua
Haa manaa maine mana mana
Hua mujhe bhi pyaar hua

Tera hone laga hoon, khone laga hoon
Jab se mila hoon
Tera hone laga hoon, khone laga hoon
Jab se mila hoon

Shining in the shade in sun like
A pearl upon the ocean
Come and feel me.. How feel me


Shining in the shade in sun like
A pearl upon the ocean
Come on heal me.. Go heal me

Thinking about the lovin making 
And life sharing come and feel me
How feel me

Shining in the shade in sun like
A pearl upon the ocean
Come on feel me
Come on heal me...

"
938,"

It's three on the track.. lets go

He is a sexy sexy, he is a sexy sexy
He is a sexy sexy..
I told yaa..

Pick on something don't stop
Give them what they wanted don't stop
Latt nu hilade don't stop
Sab ko dikhade don't stop
Raunkan tu la de don't stop
Latt nu tu hila de don't stop
You done let my boy you are so rough
Go on with your thing you hot stuff

Boy move like this there is no tomorrow
English, indian americano
Hila de puri duniya yaaro
If you feel me then come and follow

Follow me, follow follow me
Watch your flex, you don't copy
Follow me follow follow me
Hit them down like the new stylee

Follow me, follow follow me
Up on the dance floor make you want more
Follow me, follow follow me
Faad de speaker jaise kare hard kaur

Dharti hilaa de, lade lashkare
Rabbnu hilade, nachke dikha de tu soniya
Dharti hila de, lade lashkare
Rabb nu hilade
Sab ko dikhade tu soniya

Break a break a break breaking it down
All my people in da(the) club now be buzzin around
Am i dj bring the base up woofin it down
And i some walking over to under the ground

Aaja agar dum hai, agar hai jaan
Naachu aise duniya, yaad rakhe mera naam
Serious bhai i'm messing around
Coz i'm no. 1 yes my son
Tell me have you had enough of me
You know i got that good stuff that you need
Aaja meri baahaon mein tu baby
You need my love, you need my love

Follow me, follow follow me
Watch your flex, you don't copy
Follow me follow follow me
Hit them down like the new stylee

Follow me, follow follow me
Up on the dance floor make you want more
Follow me, follow follow me
Faad de speaker jaise kare hard kaur


Dharti hilaa de, lade lashkare
Rabbnu hilade, nachke dikha de tu soniya
Dharti hila de, lade lashkare
Rabb nu hilade
Sab ko dikhade tu soniya

Dharti hilaa de, lade lashkare
Rabbnu hilade, nachke dikha de tu soniya
Dharti hila de, lade lashkare
Rabb nu hilade
Sab ko dikhade tu soniya...

"
939,"

Rum chika rika fika rum pum chor
Fika lika chaka pika lap tak chor
Rum chika rika fika rum pum chor
Say yame rane seno fira

Rum chika rika fika rum pum chor
Fika lika chaka pika lap tak chor
Rum chika rika fika rum pum chor
Say yame rane seno fira

Oh by god.. Chahe mujhe jo chori chori
Mohabbaton ki dori
Jo bandhe hai pasand mujhko.. o o o
Oh by god.. O le jo teri meri jodi
Khuda ne khud jodi
Woh paaye rasam mujhko

Oh by god.. Chahe mujhe jo chori chori
Mohabbaton ki dori
Jo bandhe hai pasand mujhko.. o o o
Oh by god.. O le jo teri meri jodi
Khuda ne khud jodi
Woh paaye rasam mujhko

O aataa hu jab samne tere
Leta hoon sapno mein phaire
Saanson mein aur dil mein mere
Bajaye shehnayi

Tere khayalon ke ujalon mein jaake
Jaake to paaya tujhe
Bandhe nigahon mein mohabbat ke daage
Lage tu mera mujhe

Ok let's do it
Tere khayalon ke ujalon mein jaake
Jaake to paaya tujhe
Bandhe nigahon mein mohabbat ke daage
Lage tu mera mujhe

O chahat ne li layi hai angdayi
Door hui sari tanhai
Dil ne dil se taal milayi 
Baja yeh shehnai.. Baje yeh shehnai

Rum chika rika fika rum pum chor
Fika lika chaka pika lap tak chor
Rum chika rika fika rum pum chor
Say yame rane seno fira

Rum chika rika fika rum pum chor
Fika lika chaka pika lap tak chor
Rum chika rika fika rum pum chor
Say yame rane seno fira

Mere dukhon ki dawa tere naina
Naino mein chehra tera
Kissa jawani ka jawan tumse hai na
Hai na bataa tu mera

Mere dukhon ki dawa tere naina
Naino mein chehra tera
Kissa jawani ka jawan tumse hai na
Hai na bataa tu mera


Ho o.. Tu meri kismat ka taara
Hota hoon lo aaj tumara 
Dil ne jab jab tumhe pukara
Baje yeh shehnayi

Oh by god.. Chahe mujhe jo chori chori
Mohabbaton ki dori
Jo bandhe hai pasand mujhko.. o o o
Oh by god.. O le jo teri meri jodi
Khuda ne khud jodi
Woh paaye rasam mujhko

O aataa hu jab samne tere
Leta hoon sapno mein phaire
Saanson mein aur dil mein mere
Baje ye shehnayi...

"
940,"

It's three on the track.. Lets go

He is a sexy sexy, he is a sexy sexy
He is a sexy sexy..
I told yaa..

Pick on something don't stop
Give them what they wanted don't stop
Latt nu hilade don't stop
Sab ko dikhade don't stop
Raunkan tu la de don't stop
Latt nu tu hila de don't stop
You done let my boy you are so ruff
Go on with your thing you hot stuff

Dharti hilaa de ahaa..
Lade lashkare.. You know
Rabbnu hilade,
Nachke dikha de tu soniya

Dharti hila de.. Thats right
Lade lashkare
Rabb nu hilade
Sab ko dikhade tu soniya

Main tera dhadkan teri
Yeh din tere raatein teri
Ab bacha kya, ab bacha kya
Har ghadi khudse hi main karta rahoon
Baatein teri ab bacha kya ab bacha kya

Ishq ka rog hai yeh, aisa jog hai yeh
Iss se bachne ka, ab aasar nazar nahi aata

Kuch yaar nazar nahi aata
Ghar baar nazar nahi aata
Sansar nazar nahi aata
Jab pyaar hota hai

Kuch yaar nazar nahi aata
Ghar baar nazar nahi aata
Sansar nazar nahi aata
Jab pyaar hota hai

Dharti hilaa de ahaa..
Lade lashkare.. You know
Rabbnu hilade,
Nachke dikha de tu soniya

Dharti hila de.. Thats right
Lade lashkare
Rabb nu hilade
Sab ko dikhade tu soniya

Teri chahaton se din shuru
Mere rubaru ho tu hi tu
Tera soch ho tera saath ho ab har ghadi
Tere baag mein tere yaad mein 
Khoya rahoon aur yeh kahoon
Tere samne teri baat ho ab har ghadi

Dilbar yaari mein yaar khumari mein
Chahe kuch bhi ho
Dil ke paar nazar nahi aata

Kuch yaar nazar nahi aata
Ghar baar nazar nahi aata
Sansar nazar nahi aata
Jab pyaar hota hai

Kuch yaar nazar nahi aata
Ghar baar nazar nahi aata
Sansar nazar nahi aata
Jab pyaar hota hai

O yeah yeah..
See you gotta bad you gotta go
You gotta my whole world in your hand in ecstacy
See i am a nasty girl, i m gonna do as you please
See i am in love with you, and i am down on one knee
Take me boy, take me home with you
So i can show you good time
And make your dreams come true
I'm gonna lick my lips
I'm gonna swing my hips
And thats the way you like, boy

Meri aashiqui ka hai sila
Meri chahaton ka tu mila
Teri mehfilein meri manzilein
Ab ho gayi

Tere khwab hai be hisaab hai
Teri beed hai meri eid hai
Pareshaniya aur mushkilein sab kho gayi

Ishq to jadoo hai bas bekaabu hai
Ishq ke jadoo mein
Kuch dushvaar nazar nahi aata

Kuch yaar nazar nahi aata
Ghar baar nazar nahi aata
Sansar nazar nahi aata
Jab pyaar hota hai

Kuch yaar nazar nahi aata
Ghar baar nazar nahi aata
Sansar nazar nahi aata
Jab pyaar hota hai

Main tera dhadkan teri
Yeh din tere raatein teri
Ab bacha kya, ab bacha kya
Har ghadi khudse hi main karta rahoon
Baatein teri ab bacha kya ab bacha kya


Ishq ka rog hai yeh, aisa jog hai yeh
Iss se bachne ka, ab aasar nazar nahi aata

Kuch yaar nazar nahi aata
Ghar baar nazar nahi aata
Sansar nazar nahi aata
Jab pyaar hota hai

Kuch yaar nazar nahi aata
Ghar baar nazar nahi aata
Sansar nazar nahi aata
Jab pyaar hota hai...

"
941,"

Kaise bataayein
Kyun tujhko chahe
Yaara bataa na paaye
Baatein dilon ki dekho jo baaki 
Aake tujhe samjaayein

Tu jaane na aa.. Tu jaane na..
Tu jaane na aa.. Tu jaane na..

Milke bhi hum na mile.. 
Tum se na jaane kyun
Meelon ke hai faasle.. 
Tum se na jaane kyun
Anjaane hai silsiley.. 
Tum se na jaane kyun
Sapne hai, palkon tale.. 
Tum se na jaane kyun

Kaise bataayein
Kyun tujhko chahe
Yaara bataa na paaye aa.. Aa.. Aa..
Baatein dilon ki dekho jo baaki
Aake tujhe samjaayein

Tu jaane na aa.. Tu jaane na..
Tu jaane na aa.. Tu jaane na..

Aaa aa..
Nigahon mein dekho, meri jo hai bas gaya
Woh hai milta tumse hubahu
O oo..
Jaane teri aankhein thi ya, 
baatein thi wajah
Hue tum jo dil ki aarzoo

Tum paas ho ke bhi, tum aas ho ke bhi
Ehsaas ho ke bhi, apne nahi
Aise hain humko gile.. Tumse na jaane kyun
Meelon ke hain faasle.. Tum se na jaane kyun

Tu jaane na aa.. Tu jaane na..
Tu jaane na aa.. Tu jaane na..

Hoo..oo jaane na, jaane na, jaane na..
Aaaaa aa aa.. Tu jaane na

Khayalon mein lakhon baatein
Yun toh keh gaya
Bola kuch na tere saamne
O oo..
Hue na be-gaane bhi tum hoke aur ke
Dekho tum na mere hi bane


Afsos hota hai, dil bhi yeh rota hai
Sapne sanjota hai, pagla hua soche yeh
Hum the mile, tumse na jaane kyun
Meelon ke hain faasle.. Tum se na jaane kyun
Anjaane hai silsaley.. Tum se na jaane kyun
Sapne hai, palkon tale.. Tum se na jaane kyun
Oo ooo...

Kaise bataayein
Kyun tujhko chahe
Yaara bataa na paaye
Baatein dilon ki dekho jo baaki 
Aake tujhe samjaayein

Tu jaane na aa.. Tu jaane na..
Tu jaane na aa.. Tu jaane na..
Tu jaane na aa.. Tu jaane na..
Tu jaane na aa.. Tu jaane na..

Tu jaane na aa.. Tu jaane na...

"
